aeroporto;competencia;data;hora_min;empresa;voo;rota;aeronave;assentos;tipo_voo;dia_semana;ativo
NAVEGANTES;2026-10;10/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;645;LATAM;3607;NVT - GRU;319;140;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;665;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;670;LATAM;3145;NVT - CGH;319;140;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;675;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;700;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;865;LATAM;4609;NVT - GRU;319;140;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;950;LATAM;9007;NVT - GRU;320;176;PASSAGEIRO_EXTRA;sáb;1
NAVEGANTES;2026-10;10/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;970;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;975;GOL;1471;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;1050;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;1155;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;10/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;11/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;375;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;475;GOL;1213;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;610;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;640;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;675;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;700;AZUL;2597;NVT - VCP;295;136;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;770;ABSA;8451;NVT - VCP;76V;0;CARGO-REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;820;LATAM;3273;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;865;LATAM;4609;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;955;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;975;GOL;2187;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1030;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1120;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1165;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1205;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;11/10/2026;1240;LATAM;3141;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;12/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;380;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;520;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;595;GOL;1215;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;630;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;665;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;685;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;695;LATAM;3145;NVT - CGH;319;140;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;705;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;975;GOL;1471;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;990;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1040;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1100;LATAM;3779;NVT - GRU;319;140;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1135;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1150;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1215;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;12/10/2026;1220;LATAM;3141;NVT - CGH;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;13/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;380;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;470;AZUL;2704;NVT - VCP;295;136;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;520;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;595;GOL;1215;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;635;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;685;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;695;LATAM;3145;NVT - CGH;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;700;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;705;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;875;LATAM;3273;NVT - CGH;319;140;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;945;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;975;GOL;1471;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1040;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1100;LATAM;3779;NVT - GRU;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1135;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1150;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1215;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;13/10/2026;1220;LATAM;3141;NVT - CGH;319;140;PASSAGEIRO_REGULAR;ter;1
NAVEGANTES;2026-10;14/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;380;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;470;AZUL;2704;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;520;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;595;GOL;1215;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;635;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;685;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;695;LATAM;3145;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;700;AZUL;2597;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;705;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;875;LATAM;3273;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;975;GOL;2187;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;990;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1045;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1100;LATAM;3779;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1135;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1150;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1165;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1190;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1220;LATAM;3141;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qua;1
NAVEGANTES;2026-10;14/10/2026;1305;GOL;9311;NVT - GIG;73H;186;PASSAGEIRO_EXTRA;qua;1
NAVEGANTES;2026-10;15/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;375;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;470;AZUL;2704;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;520;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;595;GOL;1215;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;635;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;685;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;695;LATAM;3145;NVT - CGH;319;140;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;700;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;705;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;875;LATAM;3273;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;975;GOL;1471;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;990;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1040;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1100;LATAM;3779;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1135;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1150;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1215;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1220;LATAM;3141;NVT - CGH;320;176;PASSAGEIRO_REGULAR;qui;1
NAVEGANTES;2026-10;15/10/2026;1305;GOL;9311;NVT - GIG;73H;186;PASSAGEIRO_EXTRA;qui;1
NAVEGANTES;2026-10;16/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;380;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;470;AZUL;2704;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;520;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;595;GOL;1215;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;635;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;685;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;695;LATAM;3145;NVT - CGH;319;140;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;700;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;705;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;875;LATAM;3273;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;975;GOL;2187;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;990;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1045;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1110;LATAM;3779;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1135;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1150;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1165;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1190;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1220;LATAM;3141;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sex;1
NAVEGANTES;2026-10;16/10/2026;1305;GOL;9311;NVT - GIG;73H;186;PASSAGEIRO_EXTRA;sex;1
NAVEGANTES;2026-10;17/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;390;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;470;AZUL;2704;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;485;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;645;LATAM;3607;NVT - GRU;319;140;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;665;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;670;LATAM;3145;NVT - CGH;319;140;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;675;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;700;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;865;LATAM;4609;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;950;LATAM;9007;NVT - GRU;320;176;PASSAGEIRO_EXTRA;sáb;1
NAVEGANTES;2026-10;17/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;970;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;975;GOL;1471;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;1050;LATAM;3143;NVT - CGH;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;1155;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;17/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;sáb;1
NAVEGANTES;2026-10;18/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;375;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;475;GOL;1213;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;610;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;640;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;650;AZUL;2597;NVT - VCP;295;136;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;675;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;685;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;770;ABSA;8451;NVT - VCP;76V;0;CARGO-REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;820;LATAM;3273;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;865;LATAM;4609;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;955;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;975;GOL;2187;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1120;GOL;1221;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1165;GOL;1855;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1185;AZUL;2861;NVT - VCP;295;136;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1195;LATAM;3411;NVT - GRU;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1205;GOL;1229;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1240;LATAM;3141;NVT - CGH;320;176;PASSAGEIRO_REGULAR;dom;1
NAVEGANTES;2026-10;18/10/2026;1295;GOL;9313;NVT - GIG;73H;186;PASSAGEIRO_EXTRA;dom;1
NAVEGANTES;2026-10;19/10/2026;310;LATAM;3305;NVT - GRU;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;370;GOL;1857;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;380;GOL;1231;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;470;AZUL;2704;NVT - VCP;295;136;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;520;LATAM;3989;NVT - CGH;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;580;GOL;1851;NVT - GIG;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;595;GOL;1215;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;630;LATAM;3607;NVT - GRU;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;685;GOL;1225;NVT - GRU;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;695;LATAM;3145;NVT - CGH;319;140;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;700;AZUL;4170;NVT - VCP;295;136;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;705;GOL;1217;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;875;LATAM;3273;NVT - CGH;320;176;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;965;AZUL;4630;NVT - VCP;295;136;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;975;GOL;1471;NVT - GIG;7M8;186;PASSAGEIRO_REGULAR;seg;1
NAVEGANTES;2026-10;19/10/2026;990;GOL;1219;NVT - CGH;73H;186;PASSAGEIRO_REGULAR;seg;1
